plate_num,can_be_solved
210-1,False
210-1,True
210-2,True
210-2,False
210-3,False
210-3,True
210-4,False
210-4,True
210-5,False
210-6,False
210-7,False
210-8,False
210-9,False
211-0,False
211-0,True
211-1,False
211-1,True
211-2,False
211-2,True
211-3,False
211-3,True
211-4,False
211-4,True
211-5,False
211-6,False
211-7,False
211-8,False
211-9,False
212-0,False
212-1,True
212-1,False
212-2,False
212-2,True
212-3,False
212-3,True
212-4,False
212-4,True
212-5,True
212-5,False
212-6,True
212-6,False
212-7,False
212-8,False
212-9,False
213-0,False
213-1,False
213-2,False
213-3,False
213-4,False
213-5,False
213-6,False
213-6,True
213-7,False
213-7,True
213-8,False
213-9,False
213-9,True
214-0,False
214-1,False
214-2,False
214-3,False
214-4,False
214-5,False
214-6,False
214-7,False
214-8,False
214-9,False
215-0,False
215-1,False
215-2,False
215-3,False
215-4,False
215-5,False
215-6,False
215-7,False
215-8,False
215-9,False
216-0,False
216-1,False
216-2,False
216-3,False
216-4,False
216-5,False
216-6,False
216-7,False
216-8,False
216-9,False
217-0,False
217-1,False
217-2,False
217-3,False
217-4,False
217-5,False
217-6,False
217-7,False
217-8,False
217-9,False
218-0,False
218-1,False
218-2,False
218-3,False
218-4,False
218-5,False
218-6,False
218-7,False
218-8,False
218-9,False
219-0,False
219-1,False
219-2,False
219-3,False
219-4,False
219-5,False
219-6,False
219-7,False
219-8,False
219-9,False
220-0,False
220-0,True
220-1,True
220-1,False
220-2,True
220-2,False
220-3,False
220-3,True
220-4,False
220-4,True
220-5,True
220-5,False
220-6,True
220-6,False
220-7,False
220-8,False
220-9,False
221-0,False
221-0,True
221-1,False
221-1,True
221-2,False
221-2,True
221-3,False
221-3,True
221-4,True
221-4,False
221-5,False
221-5,True
221-6,False
221-6,True
221-7,False
221-8,False
221-9,False
222-0,False
222-0,True
222-1,False
222-2,True
222-2,False
222-3,False
222-4,False
222-5,False
222-6,False
222-6,True
222-7,False
222-8,False
222-8,True
222-9,False
223-0,False
223-0,True
223-1,False
223-2,False
223-3,False
223-4,False
223-5,False
223-6,False
223-6,True
223-7,False
223-8,False
223-9,False
224-0,False
224-0,True
224-1,False
224-2,False
224-3,False
224-4,False
224-5,False
224-6,False
224-7,False
224-8,False
224-9,False
225-0,True
225-0,False
225-1,False
225-2,False
225-3,False
225-4,False
225-5,False
225-6,False
225-7,False
225-8,False
225-9,False
226-0,True
226-0,False
226-1,False
226-2,False
226-3,False
226-4,False
226-5,False
226-6,False
226-7,False
226-8,False
226-9,False
227-0,False
227-0,True
227-1,False
227-2,False
227-3,False
227-4,False
227-5,False
227-6,False
227-7,False
227-8,False
227-9,False
228-0,False
228-0,True
228-1,False
228-2,False
228-3,False
228-4,False
228-5,False
228-6,False
228-7,False
228-8,False
228-9,False
229-0,False
229-0,True
229-1,False
229-2,False
229-3,False
229-4,False
229-5,False
229-6,False
229-7,False
229-8,False
229-9,False
230-0,False
230-1,False
230-2,False
230-3,False
230-4,False
230-5,False
230-6,False
230-7,False
230-7,True
230-8,False
230-8,True
230-9,False
230-9,True
231-0,False
231-1,False
231-2,False
231-3,False
231-4,False
231-5,False
231-6,False
231-7,False
231-7,True
231-8,True
231-8,False
231-9,True
231-9,False
232-0,False
232-1,False
232-2,False
232-3,False
232-4,False
232-4,True
232-5,False
232-6,False
232-6,True
232-7,False
232-8,False
232-8,True
232-9,False
233-0,False
233-0,True
233-1,False
233-2,False
233-2,True
233-3,False
233-4,False
233-5,False
233-6,False
233-7,False
233-8,False
233-9,False
234-0,False
234-1,False
234-2,False
234-3,False
234-4,False
234-5,False
234-6,False
234-7,False
234-8,False
234-8,True
234-9,False
235-0,False
235-1,False
235-2,False
235-3,False
235-4,False
235-5,False
235-6,False
235-7,False
235-8,False
235-9,False
236-0,False
236-1,False
236-2,False
236-3,False
236-4,False
236-5,False
236-6,False
236-7,False
236-8,False
236-9,False
237-0,False
237-1,False
237-2,False
237-3,False
237-4,False
237-5,False
237-6,False
237-7,False
237-8,False
237-9,False
238-0,False
238-1,False
238-2,False
238-3,False
238-4,False
238-5,False
238-6,False
238-7,False
238-8,False
238-9,False
239-0,False
239-1,False
239-2,False
239-3,False
239-4,False
239-5,False
239-6,False
239-7,False
239-8,False
239-9,False
240-0,False
240-1,False
240-2,False
240-3,False
240-4,False
240-5,False
240-6,False
240-7,False
240-8,False
240-9,False
241-0,False
241-1,False
241-2,False
241-3,False
241-4,False
241-5,False
241-6,False
241-7,False
241-8,False
241-9,False
242-0,False
242-1,False
242-2,False
242-3,False
242-4,False
242-5,False
242-6,False
242-7,False
242-8,False
242-9,False
243-0,False
243-1,False
243-2,False
243-3,False
243-4,False
243-5,False
243-6,False
243-7,False
243-8,False
243-8,True
243-9,False
244-0,False
244-0,True
244-1,False
244-2,True
244-2,False
244-3,False
244-4,False
244-5,False
244-6,False
244-7,False
244-8,False
244-9,False
245-0,False
245-1,False
245-2,False
245-3,False
245-4,False
245-5,False
245-6,False
245-7,False
245-8,False
245-9,False
246-0,False
246-1,False
246-2,False
246-3,False
246-4,False
246-5,False
246-6,False
246-7,False
246-8,False
246-9,False
247-0,False
247-1,False
247-2,False
247-3,False
247-4,False
247-5,False
247-6,False
247-7,False
247-8,False
247-9,False
248-0,False
248-1,False
248-2,False
248-3,False
248-4,False
248-5,False
248-6,False
248-7,False
248-8,False
248-9,False
249-0,False
249-1,False
249-2,False
249-3,False
249-4,False
249-5,False
249-6,False
249-7,False
249-8,False
249-9,False
250-0,False
250-1,False
250-2,False
250-3,False
250-4,False
250-5,False
250-6,False
250-7,False
250-8,False
250-9,False
251-0,False
251-1,False
251-2,False
251-3,False
251-4,False
251-5,False
251-6,False
251-7,False
251-8,False
251-9,False
252-0,False
252-1,False
252-2,False
252-3,False
252-4,False
252-5,False
252-6,False
252-7,False
252-8,False
252-9,False
253-0,False
253-1,False
253-2,False
253-3,False
253-4,False
253-5,False
253-6,False
253-7,False
253-8,False
253-9,False
254-0,False
254-1,False
254-2,False
254-3,False
254-4,False
254-5,False
254-6,False
254-7,False
254-8,False
254-9,False
255-0,False
255-0,True
255-1,False
255-2,False
255-2,True
255-3,False
255-4,False
255-5,False
255-6,False
255-7,False
255-8,False
255-9,False
256-0,False
256-1,False
256-2,False
256-3,False
256-4,False
256-5,False
256-6,False
256-7,False
256-8,False
256-9,False
257-0,False
257-1,False
257-2,False
257-3,False
257-4,False
257-5,False
257-6,False
257-7,False
257-8,False
257-9,False
258-0,False
258-1,False
258-2,False
258-3,False
258-4,False
258-5,False
258-6,False
258-7,False
258-8,False
258-9,False
259-0,False
259-1,False
259-2,False
259-3,False
259-4,False
259-5,False
259-6,False
259-7,False
259-8,False
259-9,False
260-0,False
260-1,False
260-2,False
260-3,False
260-4,False
260-5,False
260-6,False
260-7,False
260-8,False
260-9,False
261-0,False
261-1,False
261-2,False
261-3,False
261-4,False
261-5,False
261-6,False
261-7,False
261-8,False
261-9,False
262-0,False
262-1,False
262-2,False
262-3,False
262-4,False
262-5,False
262-6,False
262-7,False
262-8,False
262-9,False
263-0,False
263-1,False
263-2,False
263-3,False
263-4,False
263-5,False
263-6,False
263-7,False
263-8,False
263-9,False
264-0,False
264-1,False
264-2,False
264-3,False
264-4,False
264-5,False
264-6,False
264-7,False
264-8,False
264-9,False
265-0,False
265-1,False
265-2,False
265-3,False
265-4,False
265-5,False
265-6,False
265-7,False
265-8,False
265-9,False
266-0,False
266-0,True
266-1,False
266-2,False
266-2,True
266-3,False
266-4,False
266-5,False
266-6,False
266-7,False
266-8,False
266-9,False
267-0,False
267-1,False
267-2,False
267-3,False
267-4,False
267-5,False
267-6,False
267-7,False
267-8,False
267-9,False
268-0,False
268-1,False
268-2,False
268-3,False
268-4,False
268-5,False
268-6,False
268-7,False
268-8,False
268-9,False
269-0,False
269-1,False
269-2,False
269-3,False
269-4,False
269-5,False
269-6,False
269-7,False
269-8,False
269-9,False
270-0,False
270-1,False
270-2,False
270-3,False
270-4,False
270-5,False
270-6,False
270-7,False
270-8,False
270-9,False
271-0,False
271-1,False
271-2,False
271-3,False
271-4,False
271-5,False
271-6,False
271-7,False
271-8,False
271-9,False
272-0,False
272-1,False
272-2,False
272-3,False
272-4,False
272-5,False
272-6,False
272-7,False
272-8,False
272-9,False
273-0,False
273-1,False
273-2,False
273-3,False
273-4,False
273-5,False
273-6,False
273-7,False
273-8,False
273-9,False
274-0,False
274-1,False
274-2,False
274-3,False
274-4,False
274-5,False
274-6,False
274-7,False
274-8,False
274-9,False
275-0,False
275-1,False
275-2,False
275-3,False
275-4,False
275-5,False
275-6,False
275-7,False
275-8,False
275-9,False
276-0,False
276-1,False
276-2,False
276-3,False
276-4,False
276-5,False
276-6,False
276-7,False
276-8,False
276-9,False
277-0,False
277-0,True
277-1,False
277-2,False
277-2,True
277-3,False
277-4,False
277-5,False
277-6,False
277-7,False
277-8,False
277-9,False
278-0,False
278-1,False
278-2,False
278-3,False
278-4,False
278-5,False
278-6,False
278-7,False
278-8,False
278-9,False
279-0,False
279-1,False
279-2,False
279-3,False
279-4,False
279-5,False
279-6,False
279-7,False
279-8,False
279-9,False
280-0,False
280-1,False
280-2,False
280-3,False
280-4,False
280-5,False
280-6,False
280-7,False
280-8,False
280-9,False
281-0,False
281-1,False
281-2,False
281-3,False
281-4,False
281-5,False
281-6,False
281-7,False
281-8,False
281-9,False
282-0,False
282-1,False
282-2,False
282-3,False
282-4,False
282-5,False
282-6,False
282-7,False
282-8,False
282-9,False
283-0,False
283-1,False
283-2,False
283-3,False
283-4,False
283-5,False
283-6,False
283-7,False
283-8,False
283-9,False
284-0,False
284-1,False
284-2,False
284-3,False
284-4,False
284-5,False
284-6,False
284-7,False
284-8,False
284-9,False
285-0,False
285-1,False
285-2,False
285-3,False
285-4,False
285-5,False
285-6,False
285-7,False
285-8,False
285-9,False
286-0,False
286-1,False
286-2,False
286-3,False
286-4,False
286-5,False
286-6,False
286-7,False
286-8,False
286-9,False
287-0,False
287-1,False
287-2,False
287-3,False
287-4,False
287-5,False
287-6,False
287-7,False
287-8,False
287-9,False
288-0,False
288-0,True
288-1,False
288-2,False
288-2,True
288-3,False
288-4,False
288-5,False
288-6,False
288-7,False
288-8,False
288-9,False
289-0,False
289-1,False
289-2,False
289-3,False
289-4,False
289-5,False
289-6,False
289-7,False
289-8,False
289-9,False
290-0,False
290-1,False
290-2,False
290-3,False
290-4,False
290-5,False
290-6,False
290-7,False
290-8,False
290-9,False
291-0,False
291-1,False
291-2,False
291-3,False
291-4,False
291-5,False
291-6,False
291-7,False
291-8,False
291-9,False
292-0,False
292-1,False
292-2,False
292-3,False
292-4,False
292-5,False
292-6,False
292-7,False
292-8,False
292-9,False
293-0,False
293-1,False
293-2,False
293-3,False
293-4,False
293-5,False
293-6,False
293-7,False
293-8,False
293-9,False
294-0,False
294-1,False
294-2,False
294-3,False
294-4,False
294-5,False
294-6,False
294-7,False
294-8,False
294-9,False
295-0,False
295-1,False
295-2,False
295-3,False
295-4,False
295-5,False
295-6,False
295-7,False
295-8,False
295-9,False
296-0,False
296-1,False
296-2,False
296-3,False
296-4,False
296-5,False
296-6,False
296-7,False
296-8,False
296-9,False
297-0,False
297-1,False
297-2,False
297-3,False
297-4,False
297-5,False
297-6,False
297-7,False
297-8,False
297-9,False
298-0,False
298-1,False
298-2,False
298-3,False
298-4,False
298-5,False
298-6,False
298-7,False
298-8,False
298-9,False
299-0,False
299-0,True
299-1,False
299-2,False
299-2,True
299-3,False
299-4,False
299-5,False
299-6,False
299-7,False
299-8,False
299-9,False
300-0,False
300-0,True
300-1,False
300-2,False
300-3,False
300-3,True
300-4,False
300-4,True
300-5,False
300-5,True
300-6,False
300-6,True
300-7,False
300-7,True
300-8,False
300-8,True
300-9,False
301-0,False
301-0,True
301-1,False
301-2,False
301-3,False
301-3,True
301-4,False
301-4,True
301-5,True
301-5,False
301-6,False
301-6,True
301-7,False
301-7,True
301-8,False
301-8,True
301-9,False
302-0,False
302-1,False
302-2,True
302-2,False
302-3,False
302-3,True
302-4,False
302-5,False
302-5,True
302-6,False
302-7,True
302-7,False
302-8,False
302-9,False
302-9,True
303-0,False
303-1,True
303-1,False
303-2,False
303-3,False
303-4,False
303-5,False
303-6,False
303-7,False
303-8,False
303-9,False
304-0,False
304-1,False
304-2,False
304-3,False
304-4,False
304-5,False
304-6,False
304-7,False
304-8,False
304-9,False
305-0,False
305-1,False
305-2,False
305-3,False
305-4,False
305-5,False
305-6,False
305-7,False
305-8,False
305-9,False
306-0,False
306-1,False
306-2,False
306-3,False
306-4,False
306-5,False
306-6,False
306-7,False
306-8,False
306-9,False
307-0,False
307-1,False
307-2,False
307-3,False
307-4,False
307-5,False
307-6,False
307-7,False
307-8,False
307-9,False
308-0,False
308-1,False
308-2,False
308-3,False
308-4,False
308-5,False
308-6,False
308-7,False
308-8,False
308-9,False
309-0,False
309-1,False
309-2,False
309-3,False
309-4,False
309-5,False
309-6,False
309-7,False
309-8,False
309-9,False
310-0,False
310-0,True
310-1,False
310-2,False
310-3,False
310-3,True
310-4,True
310-4,False
310-5,False
310-5,True
310-6,False
310-6,True
310-7,False
310-7,True
310-8,False
310-8,True
310-9,False
311-0,False
311-0,True
311-1,False
311-2,False
311-3,False
311-3,True
311-4,False
311-4,True
311-5,False
311-5,True
311-6,False
311-6,True
311-7,False
311-7,True
311-8,False
311-8,True
311-9,False
312-0,False
312-1,False
312-2,False
312-2,True
312-3,False
312-3,True
312-4,False
312-5,False
312-5,True
312-6,False
312-7,False
312-7,True
312-8,False
312-9,False
312-9,True
313-0,False
313-1,False
313-1,True
313-2,False
313-3,False
313-4,False
313-5,False
313-6,False
313-7,False
313-8,False
313-9,False
314-0,False
314-1,False
314-2,False
314-3,False
314-4,False
314-5,False
314-6,False
314-7,False
314-8,False
314-9,False
315-0,False
315-1,False
315-2,False
315-3,False
315-4,False
315-5,False
315-6,False
315-7,False
315-8,False
315-9,False
316-0,False
316-1,False
316-2,False
316-3,False
316-4,False
316-5,False
316-6,False
316-7,False
316-8,False
316-9,False
317-0,False
317-1,False
317-2,False
317-3,False
317-4,False
317-5,False
317-6,False
317-7,False
317-8,False
317-9,False
318-0,False
318-1,False
318-2,False
318-3,False
318-4,False
318-5,False
318-6,False
318-7,False
318-8,False
318-9,False
319-0,False
319-1,False
319-2,False
319-3,False
319-4,False
319-5,False
319-6,False
319-7,False
319-8,False
319-9,False
320-0,False
320-1,False
320-2,False
320-2,True
320-3,False
320-3,True
320-4,False
320-4,True
320-5,True
320-5,False
320-6,False
320-6,True
320-7,False
320-7,True
320-8,False
320-8,True
320-9,False
320-9,True
321-0,False
321-1,False
321-2,False
321-2,True
321-3,False
321-3,True
321-4,False
321-4,True
321-5,False
321-5,True
321-6,False
321-6,True
321-7,False
321-7,True
321-8,False
321-8,True
321-9,False
321-9,True
322-0,False
322-0,True
322-1,False
322-2,False
322-2,True
322-3,False
322-4,False
322-4,True
322-5,False
322-6,False
322-6,True
322-7,False
322-8,True
322-8,False
322-9,False
323-0,False
323-1,False
323-2,False
323-2,True
323-3,False
323-4,False
323-5,False
323-6,False
323-7,False
323-8,False
323-9,False
324-0,False
324-1,False
324-2,False
324-3,False
324-4,False
324-5,False
324-6,False
324-7,False
324-8,False
324-9,False
325-0,False
325-1,False
325-2,False
325-3,False
325-4,False
325-5,False
325-6,False
325-7,False
325-8,False
325-9,False
326-0,False
326-1,False
326-2,False
326-3,False
326-4,False
326-5,False
326-6,False
326-7,False
326-8,False
326-9,False
327-0,False
327-1,False
327-2,False
327-3,False
327-4,False
327-5,False
327-6,False
327-7,False
327-8,False
327-9,False
328-0,False
328-1,False
328-2,False
328-3,False
328-4,False
328-5,False
328-6,False
328-7,False
328-8,False
328-9,False
329-0,False
329-1,False
329-2,False
329-3,False
329-4,False
329-5,False
329-6,False
329-7,False
329-8,False
329-9,False
330-0,False
330-0,True
330-1,False
330-1,True
330-2,False
330-3,False
330-4,False
330-5,False
330-6,False
330-7,False
330-8,False
330-9,False
331-0,False
331-0,True
331-1,False
331-1,True
331-2,False
331-3,False
331-4,False
331-5,False
331-6,False
331-7,False
331-8,False
331-9,False
332-0,False
332-0,True
332-1,False
332-2,False
332-2,True
332-3,False
332-4,False
332-5,False
332-6,False
332-6,True
332-7,False
332-8,False
332-9,False
333-0,False
333-0,True
333-1,False
333-2,False
333-2,True
333-3,False
333-4,False
333-5,False
333-6,False
333-6,True
333-7,False
333-8,False
333-9,False
334-0,False
334-0,True
334-1,False
334-2,False
334-3,False
334-4,False
334-5,False
334-6,False
334-7,False
334-8,False
334-9,False
335-0,False
335-0,True
335-1,False
335-2,False
335-3,False
335-4,False
335-5,False
335-6,False
335-7,False
335-8,False
335-9,False
336-0,False
336-0,True
336-1,False
336-2,False
336-3,False
336-4,False
336-5,False
336-6,False
336-7,False
336-8,False
336-9,False
337-0,False
337-0,True
337-1,False
337-2,False
337-3,False
337-4,False
337-5,False
337-6,False
337-7,False
337-8,False
337-9,False
338-0,False
338-0,True
338-1,False
338-2,False
338-3,False
338-4,False
338-5,False
338-6,False
338-7,False
338-8,False
338-9,False
339-0,False
339-0,True
339-1,False
339-2,False
339-3,False
339-4,False
339-5,False
339-6,False
339-7,False
339-8,False
339-9,False
340-0,False
340-1,False
340-2,False
340-3,False
340-4,False
340-5,False
340-6,False
340-7,False
340-8,False
340-9,False
341-0,False
341-1,False
341-2,False
341-3,False
341-4,False
341-5,False
341-6,False
341-7,False
341-8,False
341-9,False
342-0,False
342-1,False
342-2,False
342-3,False
342-4,False
342-5,False
342-6,False
342-7,False
342-8,False
342-9,False
343-0,False
343-1,False
343-2,False
343-3,False
343-4,False
343-5,False
343-5,True
343-6,False
343-7,False
343-8,False
343-9,False
344-0,False
344-0,True
344-1,False
344-2,False
344-3,False
344-4,False
344-5,False
344-6,False
344-6,True
344-7,False
344-8,False
344-9,False
345-0,False
345-1,False
345-2,False
345-3,False
345-4,False
345-5,False
345-6,False
345-7,False
345-8,False
345-9,False
346-0,False
346-1,False
346-2,False
346-3,False
346-4,False
346-5,False
346-6,False
346-7,False
346-8,False
346-9,False
347-0,False
347-1,False
347-2,False
347-3,False
347-4,False
347-5,False
347-6,False
347-7,False
347-8,False
347-9,False
348-0,False
348-1,False
348-2,False
348-3,False
348-4,False
348-5,False
348-6,False
348-7,False
348-8,False
348-9,False
349-0,False
349-1,False
349-2,False
349-3,False
349-4,False
349-5,False
349-6,False
349-7,False
349-8,False
349-9,False
350-0,False
350-1,False
350-2,False
350-3,False
350-4,False
350-5,False
350-6,False
350-7,False
350-8,False
350-9,False
351-0,False
351-1,False
351-2,False
351-3,False
351-4,False
351-5,False
351-6,False
351-7,False
351-8,False
351-9,False
352-0,False
352-1,False
352-2,False
352-3,False
352-4,False
352-5,False
352-6,False
352-7,False
352-8,False
352-9,False
353-0,False
353-1,False
353-2,False
353-3,False
353-4,False
353-5,False
353-6,False
353-7,False
353-8,False
353-9,False
354-0,False
354-1,False
354-2,False
354-3,False
354-4,False
354-5,False
354-6,False
354-7,False
354-8,False
354-9,False
355-0,False
355-0,True
355-1,False
355-2,False
355-3,False
355-4,False
355-5,False
355-6,True
355-6,False
355-7,False
355-8,False
355-9,False
356-0,False
356-1,False
356-1,True
356-2,False
356-3,False
356-4,False
356-5,False
356-6,False
356-7,False
356-8,False
356-9,False
357-0,False
357-1,False
357-2,False
357-3,False
357-4,False
357-5,False
357-6,False
357-7,False
357-8,False
357-9,False
358-0,False
358-1,False
358-2,False
358-3,False
358-4,False
358-5,False
358-6,False
358-7,False
358-8,False
358-9,False
359-0,False
359-1,False
359-2,False
359-3,False
359-4,False
359-5,False
359-6,False
359-7,False
359-8,False
359-9,False
360-0,False
360-1,False
360-2,False
360-3,False
360-4,False
360-5,False
360-6,False
360-7,False
360-8,False
360-9,False
361-0,False
361-1,False
361-2,False
361-3,False
361-4,False
361-5,False
361-6,False
361-7,False
361-8,False
361-9,False
362-0,False
362-1,False
362-2,False
362-3,False
362-4,False
362-5,False
362-6,False
362-7,False
362-8,False
362-9,False
363-0,False
363-1,False
363-2,False
363-3,False
363-4,False
363-5,False
363-6,False
363-7,False
363-8,False
363-9,False
364-0,False
364-1,False
364-2,False
364-3,False
364-4,False
364-5,False
364-6,False
364-7,False
364-8,False
364-9,False
365-0,False
365-1,False
365-1,True
365-2,False
365-3,False
365-4,False
365-5,False
365-6,False
365-7,False
365-8,False
365-9,False
366-0,False
366-0,True
366-1,False
366-2,False
366-3,False
366-4,False
366-5,False
366-6,False
366-6,True
366-7,False
366-8,False
366-9,False
367-0,False
367-1,False
367-2,False
367-3,False
367-4,False
367-5,False
367-6,False
367-7,False
367-8,False
367-9,False
368-0,False
368-1,False
368-2,False
368-3,False
368-4,False
368-5,False
368-6,False
368-7,False
368-8,False
368-9,False
369-0,False
369-1,False
369-2,False
369-3,False
369-4,False
369-5,False
369-6,False
369-7,False
369-8,False
369-9,False
370-0,False
370-1,False
370-2,False
370-3,False
370-4,False
370-5,False
370-6,False
370-7,False
370-8,False
370-9,False
371-0,False
371-1,False
371-2,False
371-3,False
371-4,False
371-5,False
371-6,False
371-7,False
371-8,False
371-9,False
372-0,False
372-1,False
372-2,False
372-3,False
372-4,False
372-5,False
372-6,False
372-7,False
372-8,False
372-9,False
373-0,False
373-1,False
373-2,False
373-3,False
373-4,False
373-5,False
373-6,False
373-7,False
373-8,False
373-9,False
374-0,False
374-1,False
374-2,False
374-3,False
374-4,False
374-5,False
374-6,False
374-7,False
374-8,False
374-9,False
375-0,False
375-1,False
375-2,False
375-3,False
375-4,False
375-5,False
375-6,False
375-7,False
375-8,False
375-9,False
376-0,False
376-1,False
376-2,False
376-3,False
376-4,False
376-5,False
376-6,False
376-7,False
376-8,False
376-9,False
377-0,False
377-0,True
377-1,False
377-2,False
377-3,False
377-4,False
377-5,False
377-6,False
377-6,True
377-7,False
377-8,False
377-9,False
378-0,False
378-1,False
378-2,False
378-3,False
378-4,False
378-5,False
378-6,False
378-7,False
378-8,False
378-9,False
379-0,False
379-1,False
379-2,False
379-3,False
379-4,False
379-5,False
379-6,False
379-7,False
379-8,False
379-9,False
380-0,False
380-1,False
380-2,False
380-3,False
380-4,False
380-5,False
380-6,False
380-7,False
380-8,False
380-9,False
381-0,False
381-1,False
381-2,False
381-3,False
381-4,False
381-5,False
381-6,False
381-7,False
381-8,False
381-9,False
382-0,False
382-1,False
382-2,False
382-3,False
382-4,False
382-5,False
382-6,False
382-7,False
382-8,False
382-9,False
383-0,False
383-1,False
383-2,False
383-3,False
383-4,False
383-5,False
383-6,False
383-7,False
383-8,False
383-9,False
384-0,False
384-1,False
384-2,False
384-3,False
384-4,False
384-5,False
384-6,False
384-7,False
384-8,False
384-9,False
385-0,False
385-1,False
385-2,False
385-3,False
385-4,False
385-5,False
385-6,False
385-7,False
385-8,False
385-9,False
386-0,False
386-1,False
386-2,False
386-3,False
386-4,False
386-5,False
386-6,False
386-7,False
386-8,False
386-9,False
387-0,False
387-1,False
387-2,False
387-3,False
387-4,False
387-5,False
387-6,False
387-7,False
387-8,False
387-9,False
388-0,False
388-0,True
388-1,False
388-2,False
388-3,False
388-4,False
388-5,False
388-6,False
388-6,True
388-7,False
388-8,False
388-9,False
389-0,False
389-1,False
389-2,False
389-3,False
389-4,False
389-5,False
389-6,False
389-7,False
389-8,False
389-9,False
390-0,False
390-1,False
390-2,False
390-3,False
390-4,False
390-5,False
390-6,False
390-7,False
390-8,False
390-9,False
391-0,False
391-1,False
391-2,False
391-3,False
391-4,False
391-5,False
391-6,False
391-7,False
391-8,False
391-9,False
392-0,False
392-1,False
392-2,False
392-3,False
392-4,False
392-5,False
392-6,False
392-7,False
392-8,False
392-9,False
393-0,False
393-1,False
393-2,False
393-3,False
393-4,False
393-5,False
393-6,False
393-7,False
393-8,False
393-9,False
394-0,False
394-1,False
394-2,False
394-3,False
394-4,False
394-5,False
394-6,False
394-7,False
394-8,False
394-9,False
395-0,False
395-1,False
395-2,False
395-3,False
395-4,False
395-5,False
395-6,False
395-7,False
395-8,False
395-9,False
396-0,False
396-1,False
396-2,False
396-3,False
396-4,False
396-5,False
396-6,False
396-7,False
396-8,False
396-9,False
397-0,False
397-1,False
397-2,False
397-3,False
397-4,False
397-5,False
397-6,False
397-7,False
397-8,False
397-9,False
398-0,False
398-1,False
398-2,False
398-3,False
398-4,False
398-5,False
398-6,False
398-7,False
398-8,False
398-9,False
399-0,False
399-0,True
399-1,False
399-2,False
399-3,False
399-4,False
399-5,False
399-6,False
399-6,True
399-7,False
399-8,False
399-9,False
400-0,False
400-0,True
400-1,False
400-2,False
400-3,False
400-4,False
400-5,False
400-6,False
400-7,False
400-8,False
400-9,False
401-0,False
401-0,True
401-1,False
401-2,False
401-3,False
401-4,False
401-5,False
401-6,False
401-7,False
401-8,False
401-9,False
402-0,False
402-1,False
402-2,False
402-3,False
402-4,False
402-5,False
402-6,False
402-7,False
402-8,False
402-8,True
402-9,False
403-0,False
403-1,False
403-2,False
403-3,False
403-4,True
403-4,False
403-5,False
403-6,False
403-7,False
403-8,False
403-9,False
404-0,False
404-1,False
404-1,True
404-2,False
404-3,False
404-4,False
404-5,False
404-6,False
404-7,False
404-8,False
404-9,False
405-0,False
405-1,False
405-2,False
405-3,False
405-4,False
405-5,False
405-6,False
405-7,False
405-8,False
405-9,False
406-0,False
406-1,False
406-2,False
406-3,False
406-4,False
406-5,False
406-6,False
406-7,False
406-8,False
406-9,False
407-0,False
407-1,False
407-2,False
407-3,False
407-4,False
407-5,False
407-6,False
407-7,False
407-8,False
407-9,False
408-0,False
408-1,False
408-2,False
408-3,False
408-4,False
408-5,False
408-6,False
408-7,False
408-8,False
408-9,False
409-0,False
409-1,False
409-2,False
409-3,False
409-4,False
409-5,False
409-6,False
409-7,False
409-8,False
409-9,False
410-0,False
410-0,True
410-1,False
410-2,False
410-3,False
410-4,False
410-5,False
410-6,False
410-7,False
410-8,False
410-9,False
411-0,True
411-0,False
411-1,False
411-2,False
411-3,False
411-4,False
411-5,False
411-6,False
411-7,False
411-8,False
411-9,False
412-0,False
412-1,False
412-2,False
412-3,False
412-4,False
412-5,False
412-6,False
412-7,False
412-8,False
412-8,True
412-9,False
413-0,False
413-1,False
413-2,False
413-3,False
413-4,False
413-4,True
413-5,False
413-6,False
413-7,False
413-8,False
413-9,False
414-0,False
414-1,False
414-1,True
414-2,False
414-3,False
414-4,False
414-5,False
414-6,False
414-7,False
414-8,False
414-9,False
415-0,False
415-1,False
415-2,False
415-3,False
415-4,False
415-5,False
415-6,False
415-7,False
415-8,False
415-9,False
416-0,False
416-1,False
416-2,False
416-3,False
416-4,False
416-5,False
416-6,False
416-7,False
416-8,False
416-9,False
417-0,False
417-1,False
417-2,False
417-3,False
417-4,False
417-5,False
417-6,False
417-7,False
417-8,False
417-9,False
418-0,False
418-1,False
418-2,False
418-3,False
418-4,False
418-5,False
418-6,False
418-7,False
418-8,False
418-9,False
419-0,False
419-1,False
419-2,False
419-3,False
419-4,False
419-5,False
419-6,False
419-7,False
419-8,False
419-9,False
420-0,False
420-1,False
420-2,False
420-3,False
420-4,False
420-5,False
420-6,False
420-7,False
420-8,False
420-8,True
420-9,False
421-0,False
421-1,False
421-2,False
421-3,False
421-4,False
421-5,False
421-6,False
421-7,False
421-8,False
421-8,True
421-9,False
422-0,False
422-0,True
422-1,False
422-2,False
422-3,False
422-4,False
422-5,False
422-6,False
422-6,True
422-7,False
422-8,False
422-9,False
423-0,False
423-1,False
423-2,False
423-2,True
423-3,False
423-3,True
423-4,False
423-5,False
423-6,False
423-7,False
423-8,False
423-8,True
423-9,False
424-0,False
424-1,False
424-2,False
424-2,True
424-3,False
424-4,False
424-5,False
424-6,False
424-7,False
424-8,False
424-9,False
425-0,False
425-1,False
